card_id,front,back,catalan,espanol,palabra,categoria_gramatical,usage_tags,audio_file_name
paraula_5034_01,Avui hi ha una {{c1::manifestació}} al centre de la ciutat.<br>Hoy hay una manifestación en el centro de la ciudad.,[sound:avui_hi_ha_una_manifestaci_al_centre_de_la_ciutat.mp3],Avui hi ha una manifestació al centre de la ciutat.,Hoy hay una manifestación en el centro de la ciudad.,manifestació,Noun,"Politics, common",avui_hi_ha_una_manifestaci_al_centre_de_la_ciutat.mp3
paraula_5035_01,Els planetes segueixen les seves {{c1::òrbites}} al voltant del sol.<br>Los planetas siguen sus órbitas alrededor del sol.,[sound:els_planetes_segueixen_les_seves_rbites_al_voltant_del_sol.mp3],Els planetes segueixen les seves òrbites al voltant del sol.,Los planetas siguen sus órbitas alrededor del sol.,òrbites,Noun,"Science, common",els_planetes_segueixen_les_seves_rbites_al_voltant_del_sol.mp3
paraula_5036_01,{{c1::parar}} el cotxe abans de l'stop.<br>Para el coche antes del stop.,[sound:parar_el_cotxe_abans_de_lstop.mp3],Parar el cotxe abans de l'stop.,Para el coche antes del stop.,parar,Verb,"Common, directions",parar_el_cotxe_abans_de_lstop.mp3
paraula_5037_01,Hi ha moltes {{c1::parelles}} al parc.<br>Hay muchas parejas en el parque.,[sound:hi_ha_moltes_parelles_al_parc.mp3],Hi ha moltes parelles al parc.,Hay muchas parejas en el parque.,parelles,Noun,"Common, relationships",hi_ha_moltes_parelles_al_parc.mp3
paraula_5038_01,Estem {{c1::produint}} més que mai.<br>Estamos produciendo más que nunca.,[sound:estem_produint_ms_que_mai.mp3],Estem produint més que mai.,Estamos produciendo más que nunca.,produint,Verb,"Business, common",estem_produint_ms_que_mai.mp3
paraula_5039_01,Els productes {{c1::provenen}} de diferents països.<br>Los productos provienen de diferentes países.,[sound:els_productes_provenen_de_diferents_pasos.mp3],Els productes provenen de diferents països.,Los productos provienen de diferentes países.,provenen,Verb,"Common, travel",els_productes_provenen_de_diferents_pasos.mp3
paraula_5040_01,Els {{c1::radicals}} es van manifestar en contra del govern.<br>Los radicales se manifestaron en contra del gobierno.,[sound:els_radicals_es_van_manifestar_en_contra_del_govern.mp3],Els radicals es van manifestar en contra del govern.,Los radicales se manifestaron en contra del gobierno.,radicals,Noun,"Politics, common",els_radicals_es_van_manifestar_en_contra_del_govern.mp3
paraula_5040_02,Els {{c1::radicals}} lliures poden causar dany a les cèl·lules.<br>Los radicales libres pueden causar daño a las células.,[sound:els_radicals_lliures_poden_causar_dany_a_les_cllules.mp3],Els radicals lliures poden causar dany a les cèl·lules.,Los radicales libres pueden causar daño a las células.,radicals,Noun,"Science, common",els_radicals_lliures_poden_causar_dany_a_les_cllules.mp3
paraula_5041_01,Tinc {{c1::setze}} anys.<br>Tengo dieciséis años.,[sound:tinc_setze_anys.mp3],Tinc setze anys.,Tengo dieciséis años.,setze,Number,"Common, counting",tinc_setze_anys.mp3
paraula_5042_01,{{c1::Sud-àfrica}} és conegut per la seva diversitat cultural i lingüística.<br>Sudáfrica es conocido por su diversidad cultural y lingüística.,[sound:sudfrica_s_conegut_per_la_seva_diversitat_cultural_i_lingstica.mp3],Sud-àfrica és conegut per la seva diversitat cultural i lingüística.,Sudáfrica es conocido por su diversidad cultural y lingüística.,Sud-àfrica,Proper Noun,"Geography, country",sudfrica_s_conegut_per_la_seva_diversitat_cultural_i_lingstica.mp3
paraula_5043_01,Un {{c1::terratrèmol}} fort va sacsejar la ciutat.<br>Un terremoto fuerte sacudió la ciudad.,[sound:un_terratrmol_fort_va_sacsejar_la_ciutat.mp3],Un terratrèmol fort va sacsejar la ciutat.,Un terremoto fuerte sacudió la ciudad.,terratrèmol,Noun,"Natural phenomena, disaster",un_terratrmol_fort_va_sacsejar_la_ciutat.mp3
paraula_5044_01,{{c1::Txecoslovàquia}} es va dividir en dos països en 1993.<br>Checoslovaquia se dividió en dos países en 1993.,[sound:txecoslovquia_es_va_dividir_en_dos_pasos_en_1993.mp3],Txecoslovàquia es va dividir en dos països en 1993.,Checoslovaquia se dividió en dos países en 1993.,Txecoslovàquia,Proper Noun,"Historical, geography",txecoslovquia_es_va_dividir_en_dos_pasos_en_1993.mp3
paraula_5046_01,Un animal desconegut ha {{c1::aparegut}} al jardí.<br>Un animal desconocido ha aparecido en el jardín.,[sound:un_animal_desconegut_ha_aparegut_al_jard.mp3],Un animal desconegut ha aparegut al jardí.,Un animal desconocido ha aparecido en el jardín.,aparegut,Verb,Common,un_animal_desconegut_ha_aparegut_al_jard.mp3
paraula_5047_01,El {{c1::ARN}} és essencial per a la synthesi de proteines en el cos.<br>El {{c2::ARN}} es esencial para la síntesis de proteínas en el cuerpo.,[sound:el_arn_s_essencial_per_a_la_synthesi_de_proteines_en_el_cos.mp3],El ARN és essencial per a la synthesi de proteines en el cos.,El ARN es esencial para la síntesis de proteínas en el cuerpo.,ARN,Acronym (noun),"Scientific, biology",el_arn_s_essencial_per_a_la_synthesi_de_proteines_en_el_cos.mp3
paraula_5048_01,{{c1::Augusta}} és una ciutat dels Estats Units.<br>{{c2::Augusta}} es una ciudad de los Estados Unidos.,[sound:augusta_s_una_ciutat_dels_estats_units.mp3],Augusta és una ciutat dels Estats Units.,Augusta es una ciudad de los Estados Unidos.,Augusta,Proper Noun,"Geography, city",augusta_s_una_ciutat_dels_estats_units.mp3
paraula_5049_01,El granjero té un gran {{c1::bestiar}}.<br>El granjero tiene un gran rebaño.,[sound:el_granjero_t_un_gran_bestiar.mp3],El granjero té un gran bestiar.,El granjero tiene un gran rebaño.,bestiar,Noun,"Agriculture, animals",el_granjero_t_un_gran_bestiar.mp3
paraula_5050_01,L'art {{c1::bizantina}} és coneguda per les seves icones daurades.<br>El arte bizantino es conocido por sus iconos dorados.,[sound:lart_bizantina_s_coneguda_per_les_seves_icones_daurades.mp3],L'art bizantina és coneguda per les seves icones daurades.,El arte bizantino es conocido por sus iconos dorados.,bizantina,Adjective,"Art, history",lart_bizantina_s_coneguda_per_les_seves_icones_daurades.mp3
paraula_5051_01,Les {{c1::defenses}} naturals del cos són importants per la salut.<br>Las defensas naturales del cuerpo son importantes para la salud.,[sound:les_defenses_naturals_del_cos_sn_importants_per_la_salut.mp3],Les defenses naturals del cos són importants per la salut.,Las defensas naturales del cuerpo son importantes para la salud.,defenses,noun,"common, health",les_defenses_naturals_del_cos_sn_importants_per_la_salut.mp3
paraula_5052_01,Les {{c1::distàncies}} entre les ciutats són enormes.<br>Las distancias entre las ciudades son enormes.,[sound:les_distncies_entre_les_ciutats_sn_enormes.mp3],Les distàncies entre les ciutats són enormes.,Las distancias entre las ciudades son enormes.,distàncies,noun,"common, geography",les_distncies_entre_les_ciutats_sn_enormes.mp3
paraula_5053_01,Els {{c1::esmentats}} documents són essencials per la investigació.<br>Los documentos mencionados son esenciales para la investigación.,[sound:els_esmentats_documents_sn_essencials_per_la_investigaci.mp3],Els esmentats documents són essencials per la investigació.,Los documentos mencionados son esenciales para la investigación.,esmentats,adjective,"common, formal",els_esmentats_documents_sn_essencials_per_la_investigaci.mp3
paraula_5054_01,Necessito una {{c1::explicació}} sobre aquest problema.<br>Necesito una explicación sobre este problema.,[sound:necessito_una_explicaci_sobre_aquest_problema.mp3],Necessito una explicació sobre aquest problema.,Necesito una explicación sobre este problema.,explicació,noun,common,necessito_una_explicaci_sobre_aquest_problema.mp3
paraula_5055_01,El concert {{c1::finalitzà}} a les onze.<br>El concierto finalizó a las once.,[sound:el_concert_finalitz_a_les_onze.mp3],El concert finalitzà a les onze.,El concierto finalizó a las once.,finalitzà,verb,common,el_concert_finalitz_a_les_onze.mp3
paraula_5056_01,"Tot estava a la taula, {{c1::inclosos}} els gots.<br>Todo estaba en la mesa, incluyendo los vasos.",[sound:tot_estava_a_la_taula_inclosos_els_gots.mp3],"Tot estava a la taula, inclosos els gots.","Todo estaba en la mesa, incluyendo los vasos.",inclosos,adjective,common,tot_estava_a_la_taula_inclosos_els_gots.mp3
paraula_5057_01,Els meus germans {{c1::nasqueren}} a Barcelona.<br>Mis hermanos nacieron en Barcelona.,[sound:els_meus_germans_nasqueren_a_barcelona.mp3],Els meus germans nasqueren a Barcelona.,Mis hermanos nacieron en Barcelona.,nasqueren,verb,common,els_meus_germans_nasqueren_a_barcelona.mp3
paraula_5058_01,L'{{c1::organista}} va tocar el himne de l'església.<br>El {{c2::organista}} tocó el himno de la iglesia.,[sound:lorganista_va_tocar_el_himne_de_lesglsia.mp3],L'organista va tocar el himne de l'església.,El organista tocó el himno de la iglesia.,organista,noun,"common, music",lorganista_va_tocar_el_himne_de_lesglsia.mp3
paraula_5059_01,La majoria dels habitants són protestants.<br>La mayoría de los habitantes son protestantes.,[sound:la_majoria_dels_habitants_sn_protestants.mp3],La majoria dels habitants són protestants.,La mayoría de los habitantes son protestantes.,protestant,noun,"common, religion",la_majoria_dels_habitants_sn_protestants.mp3
paraula_5060_01,Els {{c1::revolucionaris}} es van aixecar contra el govern.<br>Los revolucionarios se levantaron contra el gobierno.,[sound:els_revolucionaris_es_van_aixecar_contra_el_govern.mp3],Els revolucionaris es van aixecar contra el govern.,Los revolucionarios se levantaron contra el gobierno.,revolucionaris,noun,"common, politics.",els_revolucionaris_es_van_aixecar_contra_el_govern.mp3
paraula_5061_01,Els {{c1::senadors}} estan discutint l'esborrany de la llei.<br>Los senadores están discutiendo el borrador de la ley.,[sound:els_senadors_estan_discutint_lesborrany_de_la_llei.mp3],Els senadors estan discutint l'esborrany de la llei.,Los senadores están discutiendo el borrador de la ley.,senadors,Noun,"Formal, Politics",els_senadors_estan_discutint_lesborrany_de_la_llei.mp3
paraula_5062_01,"A la cafeteria, {{c1::serveixen}} esmorzars saludables.<br>En la cafetería, sirven desayunos saludables.",[sound:a_la_cafeteria_serveixen_esmorzars_saludables.mp3],"A la cafeteria, serveixen esmorzars saludables.","En la cafetería, sirven desayunos saludables.",serveixen,Verb,"Common, Service, Food",a_la_cafeteria_serveixen_esmorzars_saludables.mp3
paraula_5063_01,Estic escribint la meva {{c1::tesi}} de doctorat.<br>Estoy escribiendo mi tesis de doctorado.,[sound:estic_escribint_la_meva_tesi_de_doctorat.mp3],Estic escribint la meva tesi de doctorat.,Estoy escribiendo mi tesis de doctorado.,tesi,Noun,"Formal, Academic",estic_escribint_la_meva_tesi_de_doctorat.mp3
paraula_5064_01,Ens hem de {{c1::traslladar-se}} a una casa més gran.<br>Tenemos que mudarnos a una casa más grande.,[sound:ens_hem_de_traslladarse_a_una_casa_ms_gran.mp3],Ens hem de traslladar-se a una casa més gran.,Tenemos que mudarnos a una casa más grande.,traslladar-se,Verb,"Formal, Real Estate",ens_hem_de_traslladarse_a_una_casa_ms_gran.mp3
paraula_5065_01,El país està més {{c1::uní}} que mai.<br>El país está más unido que nunca.,[sound:el_pas_est_ms_un_que_mai.mp3],El país està més uní que mai.,El país está más unido que nunca.,uní,Adjective,"Common, Politics, Social",el_pas_est_ms_un_que_mai.mp3
paraula_5066_01,Vam visitar {{c1::Versalles}} aquest cap de setmana.<br>Visitamos {{c2::Versalles}} este fin de semana.,[sound:vam_visitar_versalles_aquest_cap_de_setmana.mp3],Vam visitar Versalles aquest cap de setmana.,Visitamos Versalles este fin de semana.,Versalles,Noun,"Common, Geographic",vam_visitar_versalles_aquest_cap_de_setmana.mp3
paraula_5067_01,Ha escrit uns {{c1::versos}} molt bonics.<br>Ha escrito unos {{c2::versos}} muy bonitos.,[sound:ha_escrit_uns_versos_molt_bonics.mp3],Ha escrit uns versos molt bonics.,Ha escrito unos versos muy bonitos.,versos,Noun,"Formal, Literature",ha_escrit_uns_versos_molt_bonics.mp3
paraula_5068_01,Estic estudiant {{c1::astronomia}} a la universitat.<br>Estoy estudiando astronomía en la universidad.,[sound:estic_estudiant_astronomia_a_la_universitat.mp3],Estic estudiant astronomia a la universitat.,Estoy estudiando astronomía en la universidad.,astronomia,Noun,"Formal, Academic",estic_estudiant_astronomia_a_la_universitat.mp3
paraula_5069_01,He somiat viatjar a {{c1::Capadòcia}}.<br>He soñado con viajar a Capadocia.,[sound:he_somiat_viatjar_a_capadcia.mp3],He somiat viatjar a Capadòcia.,He soñado con viajar a Capadocia.,Capadòcia,Noun,"Common, Geographic",he_somiat_viatjar_a_capadcia.mp3
paraula_5070_01,Ells {{c1::continuen}} treballant malgrat les dificultats.<br>Ellos continúan trabajando a pesar de las dificultades.,[sound:ells_continuen_treballant_malgrat_les_dificultats.mp3],Ells continuen treballant malgrat les dificultats.,Ellos continúan trabajando a pesar de las dificultades.,continuen,Verb,Common,ells_continuen_treballant_malgrat_les_dificultats.mp3
paraula_5081_01,El seu escriptori sempre està molt {{c1::ordenat}}.<br>Su escritorio siempre está muy ordenado.,[sound:el_seu_escriptori_sempre_est_molt_ordenat.mp3],El seu escriptori sempre està molt ordenat.,Su escritorio siempre está muy ordenado.,ordenat,Adjective,"Common, general",el_seu_escriptori_sempre_est_molt_ordenat.mp3
paraula_5082_01,Els professors volien que els estudiants {{c1::poguessin}} resoldre el problema per si mateixos.<br>Los profesores querían que los estudiantes pudieran resolver el problema por sí mismos.,[sound:els_professors_volien_que_els_estudiants_poguessin_resoldre_el_problema_per_si_mateixos.mp3],Els professors volien que els estudiants poguessin resoldre el problema per si mateixos.,Los profesores querían que los estudiantes pudieran resolver el problema por sí mismos.,poguessin,Verb,"Common, general",els_professors_volien_que_els_estudiants_poguessin_resoldre_el_problema_per_si_mateixos.mp3
paraula_5083_01,Ella {{c1::posseïa}} una gran col·lecció de segells.<br>Ella poseía una gran colección de sellos.,[sound:ella_possea_una_gran_collecci_de_segells.mp3],Ella posseïa una gran col·lecció de segells.,Ella poseía una gran colección de sellos.,posseïa,Verb,"Formal, legal",ella_possea_una_gran_collecci_de_segells.mp3
paraula_5084_01,Va ser una {{c1::proclamació}} memorable de la independència.<br>Fue una proclamación memorable de la independencia.,[sound:va_ser_una_proclamaci_memorable_de_la_independncia.mp3],Va ser una proclamació memorable de la independència.,Fue una proclamación memorable de la independencia.,proclamació,Noun,"Formal, political history",va_ser_una_proclamaci_memorable_de_la_independncia.mp3
paraula_5085_01,Aquelles famílies {{c1::rics}} viuen en un barri exclusiu.<br>Aquellas familias ricas viven en un barrio exclusivo.,[sound:aquelles_famlies_rics_viuen_en_un_barri_exclusiu.mp3],Aquelles famílies rics viuen en un barri exclusiu.,Aquellas familias ricas viven en un barrio exclusivo.,rics,Adjective,"Common, general",aquelles_famlies_rics_viuen_en_un_barri_exclusiu.mp3
paraula_5086_01,Ell estima jugar a {{c1::rugbi}}.<br>Él ama jugar al rugby.,[sound:ell_estima_jugar_a_rugbi.mp3],Ell estima jugar a rugbi.,Él ama jugar al rugby.,rugbi,Noun,"Common, sports",ell_estima_jugar_a_rugbi.mp3
paraula_5087_01,El Sr. {{c1::Smith}} és el meu professor.<br>El Sr. {{c2::Smith}} es mi profesor.,[sound:el_sr_smith_s_el_meu_professor.mp3],El Sr. Smith és el meu professor.,El Sr. Smith es mi profesor.,Smith,Noun,"Common, names",el_sr_smith_s_el_meu_professor.mp3
paraula_5088_01,La campana té una ressonància {{c1::sonora}}.<br>La campana tiene una resonancia {{c2::sonora}}.,[sound:la_campana_t_una_ressonncia_sonora.mp3],La campana té una ressonància sonora.,La campana tiene una resonancia sonora.,sonora,Adjective,"Common, science",la_campana_t_una_ressonncia_sonora.mp3
paraula_5089_01,Ell {{c1::trobà}} la solució al problema complicat.<br>El encontró la solución al problema complicado.,[sound:ell_trob_la_soluci_al_problema_complicat.mp3],Ell trobà la solució al problema complicat.,El encontró la solución al problema complicado.,trobà,Verb,"Common, general",ell_trob_la_soluci_al_problema_complicat.mp3
paraula_5090_01,La ciutat està envoltada de {{c1::turons}}.<br>La ciudad está rodeada de colinas.,[sound:la_ciutat_est_envoltada_de_turons.mp3],La ciutat està envoltada de turons.,La ciudad está rodeada de colinas.,turons,Noun,"Common, geography",la_ciutat_est_envoltada_de_turons.mp3
paraula_5091_01,Visitarem {{c1::Varsòvia}} aquest estiu.<br>Visitaremos Varsovia este verano.,[sound:visitarem_varsvia_aquest_estiu.mp3],Visitarem Varsòvia aquest estiu.,Visitaremos Varsovia este verano.,Varsòvia,Noun (proper noun),"Geography, common",visitarem_varsvia_aquest_estiu.mp3
paraula_5092_01,{{c1::vendes}} les teves pintures a la galeria d'art.<br>{{c2::vendes}} tus pinturas en la galería de arte.,[sound:vendes_les_teves_pintures_a_la_galeria_dart.mp3],Vendes les teves pintures a la galeria d'art.,Vendes tus pinturas en la galería de arte.,vendes,Verb,"Common, business",vendes_les_teves_pintures_a_la_galeria_dart.mp3
paraula_5093_01,Els {{c1::visigots}} van governar una gran part de la península ibèrica.<br>Los visigodos gobernaron una gran parte de la península ibérica.,[sound:els_visigots_van_governar_una_gran_part_de_la_pennsula_ibrica.mp3],Els visigots van governar una gran part de la península ibèrica.,Los visigodos gobernaron una gran parte de la península ibérica.,visigots,Noun,"History, common",els_visigots_van_governar_una_gran_part_de_la_pennsula_ibrica.mp3
paraula_5094_01,Ell {{c1::adoptà}} un gat de la protectora d'animals.<br>Él adoptó un gato de la protectora de animales.,[sound:ell_adopt_un_gat_de_la_protectora_danimals.mp3],Ell adoptà un gat de la protectora d'animals.,Él adoptó un gato de la protectora de animales.,adoptà,Verb,"Common, family",ell_adopt_un_gat_de_la_protectora_danimals.mp3
paraula_5095_01,A la meva àvia sempre l'{{c1::anomenava}} per un nom diferent.<br>A mi abuela siempre la llamaba por un nombre diferente.,[sound:a_la_meva_via_sempre_lanomenava_per_un_nom_diferent.mp3],A la meva àvia sempre l'anomenava per un nom diferent.,A mi abuela siempre la llamaba por un nombre diferente.,anomenava,Verb,"Common, social",a_la_meva_via_sempre_lanomenava_per_un_nom_diferent.mp3
paraula_5096_01,Guardem tots els documents en {{c1::arxius}}.<br>Guardamos todos los documentos en archivos.,[sound:guardem_tots_els_documents_en_arxius.mp3],Guardem tots els documents en arxius.,Guardamos todos los documentos en archivos.,arxius,Noun,"Common, business, formal",guardem_tots_els_documents_en_arxius.mp3
paraula_5097_01,Està {{c1::basant-se}} en suposicions per formar la seva teoria.<br>Se está basando en suposiciones para formar su teoría.,[sound:est_basantse_en_suposicions_per_formar_la_seva_teoria.mp3],Està basant-se en suposicions per formar la seva teoria.,Se está basando en suposiciones para formar su teoría.,basant-se,Verb,Common,est_basantse_en_suposicions_per_formar_la_seva_teoria.mp3
paraula_5098_01,Portava pantalons {{c1::curts}} a l'escola.<br>Llevaba pantalones cortos a la escuela.,[sound:portava_pantalons_curts_a_lescola.mp3],Portava pantalons curts a l'escola.,Llevaba pantalones cortos a la escuela.,curts,Adjective,Common,portava_pantalons_curts_a_lescola.mp3
paraula_5099_01,Vam seguir l'{{c1::esquema}} que ens va donar el professor.<br>Seguimos el {{c2::esquema}} que nos dio el profesor.,[sound:vam_seguir_lesquema_que_ens_va_donar_el_professor.mp3],Vam seguir l'esquema que ens va donar el professor.,Seguimos el esquema que nos dio el profesor.,esquema,Noun,"Common, formal, academic",vam_seguir_lesquema_que_ens_va_donar_el_professor.mp3
paraula_5100_01,"En el silenci, es podien sentir els seus {{c1::gals}}.<br>En el silencio, se podían oír sus voces.",[sound:en_el_silenci_es_podien_sentir_els_seus_gals.mp3],"En el silenci, es podien sentir els seus gals.","En el silencio, se podían oír sus voces.",gals,Noun,"Common, formal",en_el_silenci_es_podien_sentir_els_seus_gals.mp3
paraula_5101_01,"""En {{c1::Henri}} és un gran amic meu.""<br>""{{c2::Henri}} es un gran amigo mío.""",[sound:en_henri_s_un_gran_amic_meu.mp3],"""En Henri és un gran amic meu.""","""Henri es un gran amigo mío.""",Henri,Proper noun,"Common, names",en_henri_s_un_gran_amic_meu.mp3
paraula_5102_01,"""Les seves {{c1::interpretacions}} de la peça van ser brillants.""<br>""Sus interpretaciones de la pieza fueron brillantes.""",[sound:les_seves_interpretacions_de_la_pea_van_ser_brillants.mp3],"""Les seves interpretacions de la peça van ser brillants.""","""Sus interpretaciones de la pieza fueron brillantes.""",interpretacions,Noun,Common,les_seves_interpretacions_de_la_pea_van_ser_brillants.mp3
paraula_5103_01,"""La nota musical estava {{c1::lligada}} a una altra.""<br>""La nota musical estaba ligada a otra.""",[sound:la_nota_musical_estava_lligada_a_una_altra.mp3],"""La nota musical estava lligada a una altra.""","""La nota musical estaba ligada a otra.""",lligada,Adjective,"Common, music",la_nota_musical_estava_lligada_a_una_altra.mp3
paraula_5104_01,"""{{c1::Maximilià}} és el rei de Bavaria.""<br>""Maximiliano es el rey de Baviera.""",[sound:maximili_s_el_rei_de_bavaria.mp3],"""Maximilià és el rei de Bavaria.""","""Maximiliano es el rey de Baviera.""",Maximilià,Proper noun,"Common, names",maximili_s_el_rei_de_bavaria.mp3
paraula_5105_01,"""Vaig agafar la {{c1::metropolitana}} per anar al centre.""<br>""Cogí la {{c2::metropolitana}} para ir al centro.""",[sound:vaig_agafar_la_metropolitana_per_anar_al_centre.mp3],"""Vaig agafar la metropolitana per anar al centre.""","""Cogí la metropolitana para ir al centro.""",metropolitana,Noun,"Common, transportation",vaig_agafar_la_metropolitana_per_anar_al_centre.mp3
paraula_5106_01,"""Aquests documents són {{c1::necessaris}} per a la tramitació.""<br>""Estos documentos son necesarios para el trámite.""",[sound:aquests_documents_sn_necessaris_per_a_la_tramitaci.mp3],"""Aquests documents són necessaris per a la tramitació.""","""Estos documentos son necesarios para el trámite.""",necessaris,Adjective,Common,aquests_documents_sn_necessaris_per_a_la_tramitaci.mp3
paraula_5107_01,"""El curt-circuit va {{c1::originar}} un incendi.""<br>""El cortocircuito originó un incendio.""",[sound:el_curtcircuit_va_originar_un_incendi.mp3],"""El curt-circuit va originar un incendi.""","""El cortocircuito originó un incendio.""",originar,Verb,Common,el_curtcircuit_va_originar_un_incendi.mp3
paraula_5108_01,"""Les {{c1::pluges}} d'aquesta setmana han colmat els embassaments.""<br>""Las lluvias de esta semana han llenado los embalses.""",[sound:les_pluges_daquesta_setmana_han_colmat_els_embassaments.mp3],"""Les pluges d'aquesta setmana han colmat els embassaments.""","""Las lluvias de esta semana han llenado los embalses.""",pluges,Noun,"Common, weather",les_pluges_daquesta_setmana_han_colmat_els_embassaments.mp3
paraula_5109_01,"""El projecte ha crescut a grans {{c1::proporcions}}.""<br>""El proyecto ha crecido a grandes proporciones.""",[sound:el_projecte_ha_crescut_a_grans_proporcions.mp3],"""El projecte ha crescut a grans proporcions.""","""El proyecto ha crecido a grandes proporciones.""",proporcions,Noun,Common,el_projecte_ha_crescut_a_grans_proporcions.mp3
paraula_5110_01,"""Està aprenent a parlar {{c1::romanès}}.""<br>""Está aprendiendo a hablar rumano.""",[sound:est_aprenent_a_parlar_romans.mp3],"""Està aprenent a parlar romanès.""","""Está aprendiendo a hablar rumano.""",romanès,Adjective,"Languages, common",est_aprenent_a_parlar_romans.mp3
paraula_5110_02,"""Ell és un ciutadà {{c1::romanès}}.""<br>""Él es un ciudadano rumano.""",[sound:ell_s_un_ciutad_romans.mp3],"""Ell és un ciutadà romanès.""","""Él es un ciudadano rumano.""",romanès,Adjective,"Nationality, common",ell_s_un_ciutad_romans.mp3
paraula_5111_01,La seva ocupació {{c1::secundària}} és la pintura.<br>Su ocupación secundaria es la pintura.,[sound:la_seva_ocupaci_secundria_s_la_pintura.mp3],La seva ocupació secundària és la pintura.,Su ocupación secundaria es la pintura.,secundària,Adjective,Common,la_seva_ocupaci_secundria_s_la_pintura.mp3
paraula_5112_01,La {{c1::unificació}} dels països es va completar en un any.<br>La unificación de los países se completó en un año.,[sound:la_unificaci_dels_pasos_es_va_completar_en_un_any.mp3],La unificació dels països es va completar en un any.,La unificación de los países se completó en un año.,unificació,Noun,Common,la_unificaci_dels_pasos_es_va_completar_en_un_any.mp3
paraula_5113_01,Els {{c1::actors}} van estar fantàstics en l'obra.<br>Los actores estuvieron fantásticos en la obra.,[sound:els_actors_van_estar_fantstics_en_lobra.mp3],Els actors van estar fantàstics en l'obra.,Los actores estuvieron fantásticos en la obra.,actors,Noun,Common,els_actors_van_estar_fantstics_en_lobra.mp3
paraula_5114_01,"{{c1::afegeix}} una mica més de sal a la sopa, si us plau.<br>Agrega un poco más de sal a la sopa, por favor.",[sound:afegeix_una_mica_ms_de_sal_a_la_sopa_si_us_plau.mp3],"Afegeix una mica més de sal a la sopa, si us plau.","Agrega un poco más de sal a la sopa, por favor.",afegeix,Verb,Common,afegeix_una_mica_ms_de_sal_a_la_sopa_si_us_plau.mp3
paraula_5115_01,Vaig anar a l'{{c1::ambaixada}} a renovar el meu passaport.<br>Fui a la embajada a renovar mi pasaporte.,[sound:vaig_anar_a_lambaixada_a_renovar_el_meu_passaport.mp3],Vaig anar a l'ambaixada a renovar el meu passaport.,Fui a la embajada a renovar mi pasaporte.,ambaixada,Noun,Common,vaig_anar_a_lambaixada_a_renovar_el_meu_passaport.mp3
paraula_5116_01,Cada membre del grup ha de {{c1::aportar}} una idea.<br>Cada miembro del grupo debe {{c2::aportar}} una idea.,[sound:cada_membre_del_grup_ha_de_aportar_una_idea.mp3],Cada membre del grup ha de aportar una idea.,Cada miembro del grupo debe aportar una idea.,aportar,Verb,Common,cada_membre_del_grup_ha_de_aportar_una_idea.mp3
paraula_5117_01,Vaig nèixer a {{c1::Biscaia}}.<br>Nací en Vizcaya.,[sound:vaig_nixer_a_biscaia.mp3],Vaig nèixer a Biscaia.,Nací en Vizcaya.,Biscaia,Proper Noun,Geography,vaig_nixer_a_biscaia.mp3
paraula_5118_01,{{c1::Boí}} té unes esglésies romàniques impressionants.<br>{{c2::Boí}} tiene unas iglesias románicas impresionantes.,[sound:bo_t_unes_esglsies_romniques_impressionants.mp3],Boí té unes esglésies romàniques impressionants.,Boí tiene unas iglesias románicas impresionantes.,Boí,Proper Noun,Geography,bo_t_unes_esglsies_romniques_impressionants.mp3
paraula_5119_01,Ella {{c1::canvià}} la seva forma de pensar.<br>Ella cambió su forma de pensar.,[sound:ella_canvi_la_seva_forma_de_pensar.mp3],Ella canvià la seva forma de pensar.,Ella cambió su forma de pensar.,canvià,Verb,Common,ella_canvi_la_seva_forma_de_pensar.mp3
paraula_5120_01,Té la {{c1::ciutadania}} espanyola.<br>Tiene la ciudadanía española.,[sound:t_la_ciutadania_espanyola.mp3],Té la ciutadania espanyola.,Tiene la ciudadanía española.,ciutadania,Noun,"Common, formal",t_la_ciutadania_espanyola.mp3
paraula_5121_01,L'Anna està {{c1::destinada}} a ser una gran pianista.<br>Anna está {{c2::destinada}} a ser una gran pianista.,[sound:lanna_est_destinada_a_ser_una_gran_pianista.mp3],L'Anna està destinada a ser una gran pianista.,Anna está destinada a ser una gran pianista.,destinada,Adjective,"Common, formal, informal",lanna_est_destinada_a_ser_una_gran_pianista.mp3
paraula_5122_01,La {{c1::diferencia}} de preus és notable.<br>La {{c2::diferencia}} de precios es notable.,[sound:la_diferencia_de_preus_s_notable.mp3],La diferencia de preus és notable.,La diferencia de precios es notable.,diferencia,Noun,"Common, formal, informal, mathematics",la_diferencia_de_preus_s_notable.mp3
paraula_5123_01,{{c1::Ernest}} és el meu millor amic.<br>{{c2::Ernest}} es mi mejor amigo.,[sound:ernest_s_el_meu_millor_amic.mp3],Ernest és el meu millor amic.,Ernest es mi mejor amigo.,Ernest,Proper noun,"Names, common",ernest_s_el_meu_millor_amic.mp3
paraula_5124_01,Vaig gaudir dels {{c1::espectacles}} de circ.<br>Disfruté los espectáculos de circo.,[sound:vaig_gaudir_dels_espectacles_de_circ.mp3],Vaig gaudir dels espectacles de circ.,Disfruté los espectáculos de circo.,espectacles,Noun,"Common, formal, informal, entertainment",vaig_gaudir_dels_espectacles_de_circ.mp3
